TrueDistance,PredictedDistance,RSSI
1.60,1.6112,-50.38
1.60,1.6088,-50.36
1.60,1.6123,-50.39
1.60,1.6100,-50.37
1.60,1.6135,-50.40
1.60,1.6158,-50.42
1.60,1.6193,-50.45
1.60,1.6170,-50.43
1.60,1.6193,-50.45
1.60,1.6216,-50.47
1.60,1.6193,-50.45
1.60,1.6181,-50.44
1.60,1.6205,-50.46
1.60,1.6135,-50.40
1.60,1.6112,-50.38
1.60,1.6147,-50.41
1.60,1.6123,-50.39
1.60,1.6112,-50.38
1.60,1.6228,-50.48
1.60,1.6251,-50.50
1.60,1.6275,-50.52
1.60,1.6251,-50.50
1.60,1.6321,-50.56
1.60,1.6344,-50.58
1.60,1.6321,-50.56
1.60,1.6286,-50.53
1.60,1.6309,-50.55
1.60,1.6286,-50.53
1.60,1.6216,-50.47
1.60,1.6193,-50.45
1.60,1.6263,-50.51
1.60,1.6286,-50.53
1.60,1.6263,-50.51
1.60,1.6286,-50.53
1.60,1.6309,-50.55
1.60,1.6333,-50.57
1.60,1.6344,-50.58
1.60,1.6321,-50.56
1.60,1.6298,-50.54
1.60,1.6321,-50.56
1.60,1.6286,-50.53
1.60,1.6356,-50.59
1.60,1.6379,-50.61
1.60,1.6344,-50.58
1.60,1.6321,-50.56
1.60,1.6344,-50.58
1.60,1.6368,-50.60
1.60,1.6333,-50.57
1.60,1.6356,-50.59
1.60,1.6333,-50.57
1.60,1.6344,-50.58
1.60,1.6368,-50.60
1.60,1.6391,-50.62
1.60,1.6403,-50.63
1.60,1.6426,-50.65
1.60,1.6391,-50.62
1.60,1.6415,-50.64
1.60,1.6426,-50.65
1.60,1.6344,-50.58
1.60,1.6321,-50.56
1.60,1.6344,-50.58
1.60,1.6356,-50.59
1.60,1.6379,-50.61
1.60,1.6403,-50.63
1.60,1.6368,-50.60
1.60,1.6391,-50.62
1.60,1.6403,-50.63
1.60,1.6473,-50.69
1.60,1.6391,-50.62
1.60,1.6415,-50.64
1.60,1.6379,-50.61
1.60,1.6403,-50.63
1.60,1.6321,-50.56
1.60,1.6298,-50.54
1.60,1.6321,-50.56
1.60,1.6286,-50.53
1.60,1.6309,-50.55
1.60,1.6333,-50.57
1.60,1.6309,-50.55
1.60,1.6240,-50.49
1.60,1.6263,-50.51
1.60,1.6240,-50.49
1.60,1.6216,-50.47
1.60,1.6193,-50.45
1.60,1.6170,-50.43
1.60,1.6147,-50.41
1.60,1.6088,-50.36
1.60,1.6112,-50.38
1.60,1.6100,-50.37
1.60,1.6030,-50.31
1.60,1.6065,-50.34
1.60,1.6054,-50.33
1.60,1.6030,-50.31
1.60,1.6065,-50.34
1.60,1.6054,-50.33
1.60,1.6030,-50.31
1.60,1.5972,-50.26
1.60,1.5961,-50.25
1.60,1.5949,-50.24
1.60,1.5938,-50.23
1.60,1.5972,-50.26
1.60,1.5961,-50.25
1.60,1.5996,-50.28
1.60,1.5984,-50.27
1.60,1.5972,-50.26
1.60,1.5961,-50.25
1.60,1.5996,-50.28
1.60,1.5984,-50.27
1.60,1.5972,-50.26
1.60,1.6007,-50.29
1.60,1.5996,-50.28
1.60,1.5972,-50.26
1.60,1.6007,-50.29
1.60,1.6088,-50.36
1.60,1.6030,-50.31
1.60,1.6065,-50.34
1.60,1.6088,-50.36
1.60,1.6077,-50.35
1.60,1.6054,-50.33
1.60,1.6042,-50.32
1.60,1.6077,-50.35
1.60,1.6007,-50.29
1.60,1.6042,-50.32
1.60,1.6077,-50.35
1.60,1.6054,-50.33
1.60,1.6088,-50.36
1.60,1.6123,-50.39
1.60,1.6147,-50.41
1.60,1.6088,-50.36
1.60,1.6112,-50.38
1.60,1.6147,-50.41
1.60,1.6170,-50.43
1.60,1.6147,-50.41
1.60,1.6135,-50.40
1.60,1.6205,-50.46
1.60,1.6228,-50.48
1.60,1.6205,-50.46
1.60,1.6181,-50.44
1.60,1.6216,-50.47
1.60,1.6240,-50.49
1.60,1.6263,-50.51
1.60,1.6240,-50.49
1.60,1.6263,-50.51
1.60,1.6240,-50.49
1.60,1.6263,-50.51
1.60,1.6333,-50.57
1.60,1.6344,-50.58
1.60,1.6275,-50.52
1.60,1.6298,-50.54
1.60,1.6275,-50.52
1.60,1.6251,-50.50
1.60,1.6275,-50.52
1.60,1.6251,-50.50
1.60,1.6228,-50.48
1.60,1.6205,-50.46
1.60,1.6228,-50.48
1.60,1.6205,-50.46
1.60,1.6181,-50.44
1.60,1.6216,-50.47
1.60,1.6193,-50.45
1.60,1.6216,-50.47
1.60,1.6240,-50.49
1.60,1.6216,-50.47
1.60,1.6240,-50.49
1.60,1.6263,-50.51
1.60,1.6240,-50.49
1.60,1.6216,-50.47
1.60,1.6193,-50.45
1.60,1.6170,-50.43
1.60,1.6205,-50.46
1.60,1.6228,-50.48
1.60,1.6251,-50.50
1.60,1.6228,-50.48
1.60,1.6251,-50.50
1.60,1.6228,-50.48
1.60,1.6205,-50.46
1.60,1.6181,-50.44
1.60,1.6170,-50.43
1.60,1.6193,-50.45
1.60,1.6170,-50.43
1.60,1.6147,-50.41
1.60,1.6135,-50.40
1.60,1.6112,-50.38
1.60,1.6193,-50.45
1.60,1.6170,-50.43
1.60,1.6147,-50.41
1.60,1.6216,-50.47
1.60,1.6251,-50.50
1.60,1.6228,-50.48
1.60,1.6251,-50.50
1.60,1.6228,-50.48
1.60,1.6251,-50.50
1.60,1.6228,-50.48
1.60,1.6205,-50.46
1.60,1.6228,-50.48
1.60,1.6205,-50.46
1.60,1.6181,-50.44
1.60,1.6205,-50.46
1.60,1.6240,-50.49
1.60,1.6216,-50.47
1.60,1.6240,-50.49
1.60,1.6263,-50.51
1.60,1.6286,-50.53
1.60,1.6263,-50.51
1.60,1.6286,-50.53
1.60,1.6263,-50.51
1.60,1.6286,-50.53
1.60,1.6251,-50.50
1.60,1.6275,-50.52
1.60,1.6298,-50.54
1.60,1.6228,-50.48
1.60,1.6251,-50.50
1.60,1.6275,-50.52
1.60,1.6205,-50.46
1.60,1.6228,-50.48
1.60,1.6251,-50.50
1.60,1.6228,-50.48
1.60,1.6158,-50.42
1.60,1.6147,-50.41
1.60,1.6123,-50.39
1.60,1.6112,-50.38
1.60,1.6135,-50.40
1.60,1.6112,-50.38
1.60,1.6054,-50.33
1.60,1.6042,-50.32
1.60,1.6065,-50.34
1.60,1.6054,-50.33
1.60,1.6042,-50.32
1.60,1.6065,-50.34
1.60,1.6007,-50.29
1.60,1.6042,-50.32
1.60,1.6030,-50.31
1.60,1.6007,-50.29
1.60,1.5996,-50.28
1.60,1.6030,-50.31
1.60,1.6019,-50.30
1.60,1.6054,-50.33
1.60,1.6077,-50.35
1.60,1.6065,-50.34
1.60,1.6007,-50.29
1.60,1.6030,-50.31
1.60,1.6065,-50.34
1.60,1.6054,-50.33
1.60,1.6077,-50.35
1.60,1.6112,-50.38
1.60,1.6100,-50.37
1.60,1.6030,-50.31
1.60,1.6065,-50.34
1.60,1.6088,-50.36
1.60,1.6030,-50.31
1.60,1.6019,-50.30
1.60,1.6054,-50.33
1.60,1.6077,-50.35
1.60,1.6065,-50.34
1.60,1.6100,-50.37
1.60,1.6123,-50.39
1.60,1.6100,-50.37
1.60,1.6088,-50.36
1.60,1.6123,-50.39
1.60,1.6147,-50.41
1.60,1.6170,-50.43
1.60,1.6158,-50.42
1.60,1.6181,-50.44
1.60,1.6158,-50.42
1.60,1.6147,-50.41
1.60,1.6170,-50.43
1.60,1.6193,-50.45
1.60,1.6170,-50.43
1.60,1.6205,-50.46
1.60,1.6228,-50.48
1.60,1.6205,-50.46
1.60,1.6228,-50.48
1.60,1.6205,-50.46
1.60,1.6228,-50.48
1.60,1.6251,-50.50
1.60,1.6228,-50.48
1.60,1.6251,-50.50
1.60,1.6228,-50.48
1.60,1.6205,-50.46
1.60,1.6240,-50.49
1.60,1.6263,-50.51
1.60,1.6286,-50.53
1.60,1.6309,-50.55
1.70,2.6564,-58.60
1.70,2.7049,-58.95
1.70,2.6591,-58.62
1.70,2.6550,-58.59
1.70,2.7035,-58.94
1.70,2.7496,-59.27
1.70,2.7077,-58.97
1.70,2.7077,-58.97
1.70,2.7482,-59.26
1.70,2.7008,-58.92
1.70,2.6619,-58.64
1.70,2.6647,-58.66
1.70,2.7049,-58.95
1.70,2.6661,-58.67
1.70,2.6688,-58.69
1.70,2.7147,-59.02
1.70,2.6758,-58.74
1.70,2.6771,-58.75
1.70,2.7230,-59.08
1.70,2.7678,-59.40
1.70,2.7258,-59.10
1.70,2.7147,-59.02
1.70,2.7594,-59.34
1.70,2.7175,-59.04
1.70,2.7063,-58.96
1.70,2.7510,-59.28
1.70,2.7105,-58.99
1.70,2.7049,-58.95
1.70,2.6994,-58.91
1.70,2.7398,-59.20
1.70,2.7328,-59.15
1.70,2.7777,-59.47
1.70,2.8200,-59.77
1.70,2.7763,-59.46
1.70,2.7735,-59.44
1.70,2.8157,-59.74
1.70,2.7721,-59.43
1.70,2.7300,-59.13
1.70,2.7189,-59.05
1.70,2.7636,-59.37
1.70,2.7216,-59.07
1.70,2.7216,-59.07
1.70,2.7161,-59.03
1.70,2.7594,-59.34
1.70,2.7189,-59.05
1.70,2.7077,-58.97
1.70,2.7524,-59.29
1.70,2.7063,-58.96
1.70,2.7008,-58.92
1.70,2.7454,-59.24
1.70,2.7049,-58.95
1.70,2.6952,-58.88
1.70,2.7398,-59.20
1.70,2.6994,-58.91
1.70,2.6896,-58.84
1.70,2.7342,-59.16
1.70,2.7791,-59.48
1.70,2.7370,-59.18
1.70,2.7244,-59.09
1.70,2.7692,-59.41
1.70,2.7272,-59.11
1.70,2.6882,-58.83
1.70,2.6827,-58.79
1.70,2.7286,-59.12
1.70,2.6896,-58.84
1.70,2.6508,-58.56
1.70,2.6481,-58.54
1.70,2.6896,-58.84
1.70,2.6522,-58.57
1.70,2.6481,-58.54
1.70,2.6952,-58.88
1.70,2.6578,-58.61
1.70,2.6591,-58.62
1.70,2.7063,-58.96
1.70,2.6674,-58.68
1.70,2.6302,-58.41
1.70,2.6233,-58.36
1.70,2.5876,-58.10
1.70,2.5931,-58.14
1.70,2.5862,-58.09
1.70,2.6357,-58.45
1.70,2.5944,-58.15
1.70,2.5985,-58.18
1.70,2.6481,-58.54
1.70,2.6938,-58.87
1.70,2.6619,-58.64
1.70,2.6522,-58.57
1.70,2.6994,-58.91
1.70,2.6605,-58.63
1.70,2.6246,-58.37
1.70,2.6716,-58.71
1.70,2.6357,-58.45
1.70,2.6384,-58.47
1.70,2.6302,-58.41
1.70,2.6771,-58.75
1.70,2.6674,-58.68
1.70,2.7147,-59.02
1.70,2.6744,-58.73
1.70,2.6771,-58.75
1.70,2.7230,-59.08
1.70,2.6827,-58.79
1.70,2.6453,-58.52
1.70,2.6481,-58.54
1.70,2.6952,-58.88
1.70,2.6564,-58.60
1.70,2.6536,-58.58
1.70,2.6952,-58.88
1.70,2.7398,-59.20
1.70,2.6994,-58.91
1.70,2.7008,-58.92
1.70,2.7342,-59.16
1.70,2.6938,-58.87
1.70,2.6896,-58.84
1.70,2.7286,-59.12
1.70,2.7230,-59.08
1.70,2.7119,-59.00
1.70,2.7510,-59.28
1.70,2.7105,-58.99
1.70,2.7049,-58.95
1.70,2.7440,-59.23
1.70,2.7819,-59.50
1.70,2.7398,-59.20
1.70,2.7384,-59.19
1.70,2.7763,-59.46
1.70,2.7622,-59.36
1.70,2.8002,-59.63
1.70,2.7510,-59.28
1.70,2.7105,-58.99
1.70,2.6994,-58.91
1.70,2.7454,-59.24
1.70,2.7049,-58.95
1.70,2.6994,-58.91
1.70,2.7440,-59.23
1.70,2.7035,-58.94
1.70,2.7049,-58.95
1.70,2.7440,-59.23
1.70,2.7035,-58.94
1.70,2.7035,-58.94
1.70,2.7426,-59.22
1.70,2.7035,-58.94
1.70,2.6647,-58.66
1.70,2.6605,-58.63
1.70,2.7021,-58.93
1.70,2.7021,-58.93
1.70,2.6910,-58.85
1.70,2.7370,-59.18
1.70,2.6966,-58.89
1.70,2.6869,-58.82
1.70,2.7314,-59.14
1.70,2.6924,-58.86
1.70,2.6481,-58.54
1.70,2.6398,-58.48
1.70,2.6869,-58.82
1.70,2.6495,-58.55
1.70,2.6467,-58.53
1.70,2.6938,-58.87
1.70,2.6550,-58.59
1.70,2.6467,-58.53
1.70,2.6938,-58.87
1.70,2.7328,-59.15
1.70,2.6938,-58.87
1.70,2.6827,-58.79
1.70,2.7230,-59.08
1.70,2.6841,-58.80
1.70,2.6730,-58.72
1.70,2.7203,-59.06
1.70,2.6799,-58.77
1.70,2.6758,-58.74
1.70,2.6716,-58.71
1.70,2.7119,-59.00
1.70,2.6785,-58.76
1.70,2.6688,-58.69
1.70,2.7161,-59.03
1.70,2.7650,-59.38
1.70,2.7692,-59.41
1.70,2.7946,-59.59
1.70,2.7468,-59.25
1.70,2.7342,-59.16
1.70,2.7777,-59.47
1.70,2.7356,-59.17
1.70,2.7300,-59.13
1.70,2.7286,-59.12
1.70,2.7791,-59.48
1.70,2.7370,-59.18
1.70,2.7356,-59.17
1.70,2.7791,-59.48
1.70,2.8214,-59.78
1.70,2.7777,-59.47
1.70,2.7749,-59.45
1.70,2.8186,-59.76
1.70,2.7805,-59.49
1.70,2.7664,-59.39
1.70,2.7524,-59.29
1.70,2.7903,-59.56
1.70,2.8327,-59.86
1.70,2.8157,-59.74
1.70,2.8568,-60.03
1.70,2.8115,-59.71
1.70,2.8016,-59.64
1.70,2.8441,-59.94
1.70,2.7988,-59.62
1.70,2.7833,-59.51
1.70,2.7692,-59.41
1.70,2.8129,-59.72
1.70,2.7692,-59.41
1.70,2.7608,-59.35
1.70,2.7482,-59.26
1.70,2.7918,-59.57
1.70,2.7496,-59.27
1.70,2.7482,-59.26
1.70,2.7903,-59.56
1.70,2.8157,-59.74
1.70,2.7721,-59.43
1.70,2.7594,-59.34
1.70,2.8016,-59.64
1.70,2.7594,-59.34
1.70,2.7566,-59.32
1.70,2.7440,-59.23
1.70,2.7875,-59.54
1.70,2.7735,-59.44
1.70,2.8157,-59.74
1.70,2.8568,-60.03
1.70,2.8398,-59.91
1.70,2.8796,-60.19
1.70,2.8341,-59.87
1.70,2.8172,-59.75
1.70,2.8469,-59.96
1.70,2.8016,-59.64
1.70,2.7932,-59.58
1.70,2.7833,-59.51
1.70,2.8256,-59.81
1.70,2.7819,-59.50
1.70,2.7791,-59.48
1.70,2.8157,-59.74
1.70,2.8568,-60.03
1.70,2.8115,-59.71
1.70,2.7960,-59.60
1.70,2.8384,-59.90
1.70,2.7932,-59.58
1.70,2.7510,-59.28
1.70,2.7384,-59.19
1.70,2.7819,-59.50
1.70,2.7398,-59.20
1.70,2.6994,-58.91
1.70,2.6896,-58.84
1.70,2.7342,-59.16
1.70,2.6952,-58.88
1.70,2.6841,-58.80
1.70,2.6799,-58.77
1.70,2.7258,-59.10
1.70,2.6869,-58.82
1.70,2.6869,-58.82
1.70,2.7272,-59.11
1.70,2.7650,-59.38
1.70,2.7636,-59.37
1.70,2.8002,-59.63
1.70,2.8370,-59.89
1.70,2.7918,-59.57
1.70,2.7889,-59.55
1.70,2.8256,-59.81
1.70,2.7875,-59.54
1.70,2.7440,-59.23
1.70,2.7440,-59.23
1.70,2.7035,-58.94
1.70,2.6924,-58.86
1.70,2.6938,-58.87
1.70,2.7328,-59.15
1.70,2.7314,-59.14
1.70,2.7763,-59.46
1.70,2.8186,-59.76
1.70,2.7749,-59.45
1.70,2.7664,-59.39
1.70,2.8044,-59.66
1.70,2.8455,-59.95
1.70,1.9865,-53.50
1.70,2.1904,-55.11
1.70,2.6481,-58.54
1.70,2.4346,-56.97
1.70,2.3061,-56.00
1.70,2.3495,-56.33
1.70,3.5629,-64.78
1.70,2.6994,-58.91
1.70,2.7035,-58.94
1.70,2.6384,-58.47
1.70,2.8441,-59.94
1.70,2.6619,-58.64
1.70,2.6688,-58.69
1.70,2.7974,-59.61
1.70,2.6605,-58.63
1.70,2.6384,-58.47
1.70,2.7370,-59.18
1.70,2.6495,-58.55
1.70,2.5753,-58.01
1.70,2.5753,-58.01
1.70,2.6550,-58.59
1.70,2.5917,-58.13
1.70,2.5821,-58.06
1.70,2.6522,-58.57
1.70,2.7147,-59.02
1.70,2.6578,-58.61
1.80,2.3840,-56.59
1.80,2.3377,-56.24
1.80,2.3734,-56.51
1.80,2.3973,-56.69
1.80,2.3562,-56.38
1.80,2.3973,-56.69
1.80,2.4306,-56.94
1.80,2.4480,-57.07
1.80,2.4039,-56.74
1.80,2.4373,-56.99
1.80,2.4601,-57.16
1.80,2.4749,-57.27
1.80,2.4306,-56.94
1.80,2.4467,-57.06
1.80,2.3986,-56.70
1.80,2.4320,-56.95
1.80,2.3893,-56.63
1.80,2.4239,-56.89
1.80,2.4400,-57.01
1.80,2.3973,-56.69
1.80,2.4306,-56.94
1.80,2.4534,-57.11
1.80,2.4093,-56.78
1.80,2.4480,-57.07
1.80,2.4695,-57.23
1.80,2.4253,-56.90
1.80,2.4574,-57.14
1.80,2.4789,-57.30
1.80,2.4978,-57.44
1.80,2.4588,-57.15
1.80,2.4736,-57.26
1.80,2.4239,-56.89
1.80,2.3760,-56.53
1.80,2.4106,-56.79
1.80,2.3694,-56.48
1.80,2.4039,-56.74
1.80,2.4266,-56.91
1.80,2.4655,-57.20
1.80,2.4857,-57.35
1.80,2.4992,-57.45
1.80,2.4601,-57.16
1.80,2.4749,-57.27
1.80,2.4306,-56.94
1.80,2.3880,-56.62
1.80,2.4280,-56.92
1.80,2.4333,-56.96
1.80,2.3906,-56.64
1.80,2.3509,-56.34
1.80,2.3959,-56.68
1.80,2.4146,-56.82
1.80,2.4521,-57.10
1.80,2.4951,-57.42
1.80,2.5087,-57.52
1.80,2.4628,-57.18
1.80,2.4992,-57.45
1.80,2.5127,-57.55
1.80,2.5263,-57.65
1.80,1.6391,-50.62
1.80,2.4066,-56.76
1.80,2.5439,-57.78
1.80,2.2630,-55.67
1.80,2.0466,-53.98
1.80,3.2626,-62.81
1.80,3.0717,-61.52
1.80,2.5154,-57.57
1.80,2.5616,-57.91
1.80,2.3035,-55.98
1.80,2.4789,-57.30
1.80,2.5303,-57.68
1.80,2.5712,-57.98
1.80,2.4333,-56.96
1.80,2.5303,-57.68
1.80,2.5603,-57.90
1.80,2.4547,-57.12
1.80,2.3773,-56.54
1.80,2.4534,-57.11
1.80,2.4816,-57.32
1.80,2.4039,-56.74
1.80,2.4695,-57.23
1.80,2.5276,-57.66
1.80,2.5466,-57.80
1.80,2.4843,-57.34
1.80,2.5358,-57.72
1.80,2.5535,-57.85
1.80,2.4884,-57.37
1.80,2.5426,-57.77
1.80,2.5657,-57.94
1.80,2.5807,-58.05
1.80,1.6415,-50.64
1.80,2.4695,-57.23
1.80,2.5876,-58.10
1.80,2.2943,-55.91
1.80,2.5046,-57.49
1.80,2.5603,-57.90
1.80,2.3893,-56.63
1.80,2.5141,-57.56
1.80,2.5521,-57.84
1.80,2.6384,-58.47
1.80,2.6591,-58.62
1.80,2.6758,-58.74
1.80,2.5657,-57.94
1.80,2.6302,-58.41
1.80,2.6453,-58.52
1.80,2.5548,-57.86
1.80,2.6109,-58.27
1.80,2.6260,-58.38
1.80,2.5466,-57.80
1.80,2.5972,-58.17
1.80,2.6123,-58.28
1.80,2.5412,-57.76
1.80,2.5876,-58.10
1.80,2.6013,-58.20
1.80,2.5358,-57.72
1.80,2.4763,-57.28
1.80,2.5276,-57.66
1.80,2.5439,-57.78
1.80,2.5849,-58.08
1.80,2.5972,-58.17
1.80,2.5385,-57.74
1.80,2.5521,-57.84
1.80,2.5657,-57.94
1.80,2.5168,-57.58
1.80,3.2716,-62.87
1.80,3.0761,-61.55
1.80,2.5181,-57.59
1.80,2.2434,-55.52
1.80,2.4628,-57.18
1.80,2.2838,-55.83
1.80,2.4387,-57.00
1.80,2.5059,-57.50
1.80,2.3773,-56.54
1.80,2.4803,-57.31
1.80,2.5276,-57.66
1.80,2.5548,-57.86
1.80,2.4561,-57.13
1.80,2.5290,-57.67
1.80,2.5521,-57.84
1.80,2.4682,-57.22
1.80,2.5290,-57.67
1.80,2.5575,-57.88
1.80,2.6095,-58.26
1.80,2.6315,-58.42
1.80,2.5575,-57.88
1.80,2.5821,-58.06
1.80,2.5222,-57.62
1.80,2.4601,-57.16
1.80,2.5073,-57.51
1.80,2.5249,-57.64
1.80,2.5685,-57.96
1.80,2.6082,-58.25
1.80,2.6205,-58.34
1.80,2.5603,-57.90
1.80,2.5985,-58.18
1.80,2.6109,-58.27
1.80,2.6219,-58.35
1.80,2.5630,-57.92
1.80,2.5999,-58.19
1.80,2.6109,-58.27
1.80,2.5562,-57.87
1.80,2.5985,-58.18
1.80,2.6095,-58.26
1.80,2.5548,-57.86
1.80,2.5671,-57.95
1.80,2.5794,-58.04
1.80,2.5263,-57.65
1.80,2.5630,-57.92
1.80,2.5753,-58.01
1.80,2.5236,-57.63
1.80,2.4749,-57.27
1.80,2.5181,-57.59
1.80,2.5371,-57.73
1.80,2.4830,-57.33
1.80,2.4373,-56.99
1.80,2.4816,-57.32
1.80,2.5019,-57.47
1.80,2.4547,-57.12
1.80,2.4924,-57.40
1.80,2.5344,-57.71
1.80,2.5535,-57.85
1.80,2.5712,-57.98
1.80,2.5876,-58.10
1.80,2.5371,-57.73
1.80,2.5712,-57.98
1.80,1.5477,-49.83
1.80,2.3509,-56.34
1.80,2.5046,-57.49
1.80,2.2344,-55.45
1.80,2.4547,-57.12
1.80,2.5412,-57.76
1.80,2.3734,-56.51
1.80,3.4061,-63.76
1.80,3.1466,-62.03
1.80,3.0527,-61.39
1.80,2.6302,-58.41
1.80,2.7819,-59.50
1.80,2.8172,-59.75
1.80,2.6040,-58.22
1.80,2.4119,-56.80
1.80,2.5371,-57.73
1.80,2.5548,-57.86
1.80,2.4413,-57.02
1.80,2.5358,-57.72
1.80,2.5616,-57.91
1.80,2.6260,-58.38
1.80,2.6938,-58.87
1.80,2.7049,-58.95
1.80,2.6123,-58.28
1.80,2.6716,-58.71
1.80,2.9758,-60.86
1.80,2.2305,-55.42
1.80,1.9728,-53.39
1.80,2.3311,-56.19
1.80,2.4293,-56.93
1.80,2.2356,-55.46
1.80,2.1174,-54.54
1.80,2.6370,-58.46
1.80,2.0065,-53.66
1.80,2.4280,-56.92
1.80,2.5276,-57.66
1.80,2.2773,-55.78
1.80,2.4561,-57.13
1.80,2.5303,-57.68
1.80,2.5698,-57.97
1.80,2.4333,-56.96
1.80,2.5303,-57.68
1.80,2.5739,-58.00
1.80,2.4668,-57.21
1.80,2.3654,-56.45
1.80,2.4427,-57.03
1.80,2.3548,-56.37
1.80,2.4253,-56.90
1.80,2.4709,-57.24
1.80,2.4013,-56.72
1.80,2.4601,-57.16
1.80,2.4911,-57.39
1.80,2.5195,-57.60
1.80,2.4547,-57.12
1.80,2.5046,-57.49
1.80,2.8228,-59.79
1.80,2.9010,-60.34
1.80,2.3654,-56.45
1.80,2.6109,-58.27
1.80,2.6578,-58.61
1.80,2.4427,-57.03
1.80,2.2904,-55.88
1.80,2.4427,-57.03
1.80,2.5032,-57.48
1.80,2.3866,-56.61
1.80,2.4803,-57.31
1.80,2.5603,-57.90
1.80,2.5835,-58.07
1.80,2.4776,-57.29
1.80,2.5439,-57.78
1.80,2.5657,-57.94
1.80,2.5835,-58.07
1.80,2.5046,-57.49
1.80,2.5589,-57.89
1.80,2.5766,-58.02
1.80,2.5059,-57.50
1.80,2.5548,-57.86
1.80,2.5780,-58.03
1.80,2.5059,-57.50
1.80,2.5589,-57.89
1.80,2.5739,-58.00
1.80,2.4992,-57.45
1.80,2.5494,-57.82
1.80,2.5972,-58.17
1.80,2.6150,-58.30
1.80,2.5494,-57.82
1.80,2.5944,-58.15
1.80,2.6054,-58.23
1.80,2.6233,-58.36
1.80,2.6647,-58.66
1.80,2.6730,-58.72
1.80,2.6136,-58.29
1.80,2.5521,-57.84
1.80,2.5890,-58.11
1.80,2.6054,-58.23
1.80,2.6453,-58.52
1.80,2.6785,-58.76
1.80,2.6205,-58.34
1.80,2.6591,-58.62
1.80,2.6674,-58.68
1.80,2.6123,-58.28
1.80,2.6508,-58.56
1.80,2.6591,-58.62
1.80,2.6040,-58.22
1.80,2.5521,-57.84
1.80,2.5917,-58.13
1.80,2.6082,-58.25
1.80,2.5562,-57.87
1.80,2.5958,-58.16
1.80,2.6343,-58.44
1.80,2.6495,-58.55
1.80,2.5958,-58.16
1.80,2.6274,-58.39
1.80,2.6370,-58.46
1.80,2.6508,-58.56
1.80,2.5985,-58.18
1.80,2.6357,-58.45
1.90,1.7537,-51.59
1.90,1.7608,-51.65
1.90,1.7477,-51.54
1.90,1.7501,-51.56
1.90,1.7572,-51.62
1.90,1.7453,-51.52
1.90,1.7370,-51.45
1.90,1.7405,-51.48
1.90,1.7334,-51.42
1.90,1.7358,-51.44
1.90,1.7382,-51.46
1.90,1.7405,-51.48
1.90,1.7298,-51.39
1.90,1.7370,-51.45
1.90,1.7251,-51.35
1.90,1.7286,-51.38
1.90,1.7310,-51.40
1.90,1.7251,-51.35
1.90,1.7180,-51.29
1.90,1.7215,-51.32
1.90,1.7251,-51.35
1.90,1.7132,-51.25
1.90,1.7168,-51.28
1.90,1.7203,-51.31
1.90,1.7286,-51.38
1.90,1.7263,-51.36
1.90,1.7298,-51.39
1.90,1.7322,-51.41
1.90,1.7405,-51.48
1.90,1.7286,-51.38
1.90,1.7263,-51.36
1.90,1.7346,-51.43
1.90,1.7275,-51.37
1.90,1.7358,-51.44
1.90,1.7239,-51.34
1.90,1.7275,-51.37
1.90,1.7298,-51.39
1.90,1.7334,-51.42
1.90,1.7263,-51.36
1.90,1.7286,-51.38
1.90,1.7322,-51.41
1.90,1.7346,-51.43
1.90,1.7239,-51.34
1.90,1.7215,-51.32
1.90,1.7393,-51.47
1.90,1.7275,-51.37
1.90,1.7215,-51.32
1.90,1.7239,-51.34
1.90,1.7322,-51.41
1.90,1.7251,-51.35
1.90,1.7144,-51.26
1.90,1.7180,-51.29
1.90,1.7263,-51.36
1.90,1.7191,-51.30
1.90,1.7227,-51.33
1.90,1.7263,-51.36
1.90,1.7286,-51.38
1.90,1.7227,-51.33
1.90,1.7251,-51.35
1.90,1.7286,-51.38
1.90,1.7370,-51.45
1.90,1.7298,-51.39
1.90,1.7322,-51.41
1.90,1.7358,-51.44
1.90,1.7239,-51.34
1.90,1.7120,-51.24
1.90,1.7109,-51.23
1.90,1.7203,-51.31
1.90,1.7132,-51.25
1.90,1.7168,-51.28
1.90,1.7203,-51.31
1.90,1.7286,-51.38
1.90,1.7215,-51.32
1.90,1.7251,-51.35
1.90,1.7334,-51.42
1.90,1.7405,-51.48
1.90,1.7334,-51.42
1.90,1.7358,-51.44
1.90,1.7393,-51.47
1.90,1.7275,-51.37
1.90,1.7203,-51.31
1.90,1.7239,-51.34
1.90,1.7322,-51.41
1.90,1.7203,-51.31
1.90,1.7191,-51.30
1.90,1.7227,-51.33
1.90,1.7298,-51.39
1.90,1.7191,-51.30
1.90,1.7227,-51.33
1.90,1.7298,-51.39
1.90,1.7429,-51.50
1.90,1.7358,-51.44
1.90,1.7382,-51.46
1.90,1.7405,-51.48
1.90,1.7286,-51.38
1.90,1.7180,-51.29
1.90,1.7215,-51.32
1.90,1.7097,-51.22
1.90,1.7132,-51.25
1.90,1.7120,-51.24
1.90,1.7203,-51.31
1.90,1.7097,-51.22
1.90,1.7132,-51.25
1.90,1.7168,-51.28
1.90,1.7203,-51.31
1.90,1.7097,-51.22
1.90,1.7180,-51.29
1.90,1.7073,-51.20
1.90,1.7109,-51.23
1.90,1.7191,-51.30
1.90,1.7085,-51.21
1.90,1.7120,-51.24
1.90,1.7203,-51.31
1.90,1.7144,-51.26
1.90,1.7132,-51.25
